6.6454,9,29,1,1,9,17,31,4,34,2,12,39,1,4,14,7,7,6,2,19,6,22,
6.711,6,63,1,0,13,23,26,10,16,3,8,40,1,7,12,3,20,8,1,31,5,21,
6.7727,6,68,1,0,34,53,14,8,22,6,6,9,1,9,5,3,22,13,1,71,11,24,
6.8386,16,18,1,0,27,56,38,7,30,7,11,21,1,4,0,7,18,5,3,67,13,19,
6.9036,9,73,0,1,19,19,31,7,25,3,6,33,1,3,5,5,19,3,4,44,13,9,
6.9654,11,87,1,0,7,18,9,8,11,2,9,27,1,8,15,4,21,12,4,39,3,18,
7.0309,11,82,1,1,32,65,20,7,14,5,12,10,1,4,15,3,16,8,1,66,7,19,
7.0962,10,47,1,1,22,57,40,4,32,3,12,28,1,4,8,4,18,9,3,34,12,21,
7.1618,8,37,1,1,25,45,15,4,31,4,6,37,1,6,16,7,14,8,5,38,4,14,
7.227,9,83,0,1,22,31,17,4,19,4,4,37,1,6,15,3,21,13,1,43,14,20,
7.2887,8,67,0,1,31,63,30,0,14,5,4,19,1,7,11,4,23,8,2,71,9,26,
7.354,7,41,0,1,6,66,35,7,28,4,6,6,1,6,11,3,12,6,5,8,12,21,
7.4195,6,51,1,0,29,32,5,5,25,6,6,37,1,8,13,7,19,9,4,43,0,14,
7.4812,10,90,1,0,33,34,18,7,15,7,9,2,1,9,17,3,20,7,1,67,7,17,
7.5465,6,60,1,0,32,64,42,5,14,6,6,3,1,4,9,5,13,8,0,60,13,22,
7.6119,4,6,1,1,24,34,42,8,28,4,6,40,1,7,6,4,10,7,2,28,9,16,
7.6775,6,56,1,1,17,27,13,5,19,5,7,42,0,8,12,3,19,8,5,40,5,21,
7.743,9,76,1,1,25,54,23,7,7,7,10,39,0,8,12,3,21,12,1,69,11,24,
7.8047,9,37,1,1,22,54,42,8,17,6,3,25,1,12,6,6,18,8,3,72,8,23,
7.8707,9,53,1,1,13,19,38,8,25,8,4,31,0,7,4,8,7,10,3,25,8,16,
7.9319,6,89,1,1,9,37,28,8,18,9,6,39,0,7,15,3,18,8,4,34,9,17,
8.0012,13,94,1,1,32,64,19,6,13,10,8,4,0,7,11,3,19,6,1,69,16,24,
8.0629,4,55,1,1,25,61,41,8,28,7,2,9,0,8,7,6,13,9,4,46,7,26,
8.1282,3,60,1,1,27,30,27,8,31,6,5,43,0,8,19,6,14,8,5,34,2,20,
8.1935,6,83,1,1,6,12,11,8,21,5,4,39,0,8,12,3,19,15,1,32,5,21,
8.2591,12,76,1,1,27,64,32,6,12,7,4,28,0,6,11,4,17,10,1,70,12,28,
8.3207,6,31,1,1,19,56,36,8,27,5,5,37,1,7,15,8,16,7,3,29,14,23,
8.3861,7,62,1,1,17,22,12,7,24,9,5,32,0,8,10,8,8,11,2,24,6,6,
8.4516,6,87,1,1,15,37,12,3,18,8,10,24,0,7,15,3,19,7,2,33,7,11,
8.5132,5,67,1,1,27,61,42,6,11,8,8,25,0,6,13,8,9,9,2,60,12,24,
8.5787,6,38,1,1,22,50,43,8,28,4,10,25,0,4,12,6,14,7,7,25,7,29,
8.6441,6,50,1,1,24,51,12,9,22,7,3,46,0,7,12,3,17,8,4,41,3,22,
8.7095,9,79,1,1,26,51,13,6,13,7,8,35,0,8,12,3,21,11,1,68,4,21,
8.7711,1,0,1,1,28,59,40,7,21,5,7,11,0,9,13,6,5,6,1,68,6,21,
8.8367,9,81,1,1,17,32,36,8,29,5,11,29,0,5,10,8,13,12,5,12,6,24,
8.9022,7,76,1,1,15,34,21,8,17,11,5,37,1,7,11,3,17,7,2,3,10,16,
8.9677,9,87,1,1,31,44,28,11,18,6,1,30,1,10,11,4,21,6,1,62,12,15,
9.0293,6,51,1,1,32,64,40,7,16,5,6,14,0,9,11,5,0,10,1,62,12,25,
9.0947,8,69,1,0,10,11,37,8,29,5,8,42,1,6,11,5,3,8,4,18,11,22,
9.1605,7,82,1,1,27,25,30,10,13,7,3,40,0,8,12,3,21,7,3,44,3,15,
