5.1741	29	24	1	2	11	52	24	21	17	10	8	19	0	11	5	15	107	13	2	7	23	32
5.2357	26	23	1	1	13	57	5	18	24	10	10	13	1	11	8	19	107	14	1	6	20	31
5.2973	26	26	1	1	13	48	16	23	12	11	10	15	1	9	5	17	109	13	1	9	22	31
5.3625	25	24	0	2	14	43	10	20	20	14	10	13	1	11	10	16	102	11	2	5	19	27
5.4239	28	25	1	2	10	52	1	22	5	13	9	17	2	12	5	17	106	13	2	5	22	28
5.4855	27	28	1	1	9	47	18	20	22	11	10	14	1	10	5	19	97	14	1	14	23	28
5.5508	29	26	1	1	13	33	23	21	19	13	10	14	1	5	10	19	104	13	1	11	20	31
5.6123	26	25	1	2	12	49	27	20	22	13	8	17	0	11	3	15	102	13	2	7	15	31
5.6777	29	24	1	2	10	41	17	17	13	11	12	17	1	10	11	19	101	13	2	7	24	31
5.7391	24	26	1	1	11	48	27	20	18	14	10	18	1	11	9	18	107	10	2	9	10	33
5.8011	26	26	1	2	10	41	14	21	11	10	12	15	1	11	10	17	115	11	2	9	17	32
5.8623	27	28	1	1	13	50	27	17	28	14	12	17	1	9	0	19	103	13	2	8	16	32
5.9279	26	18	1	2	11	51	23	19	27	11	7	15	1	10	10	17	108	11	2	12	19	30
5.9893	27	18	1	2	13	49	26	20	12	13	8	21	1	9	5	17	114	13	2	7	23	29
6.051	27	22	1	2	9	43	17	19	7	10	10	11	1	11	9	19	105	13	1	10	18	31
6.1122	24	26	1	1	12	48	30	20	5	13	10	12	1	6	8	17	100	12	1	8	20	32
6.1776	20	23	0	2	12	45	18	22	6	13	7	13	1	10	11	19	101	13	2	11	10	42
6.2391	29	23	1	2	11	50	26	18	6	13	7	12	1	10	2	19	101	13	2	6	24	28
6.3006	25	22	1	2	10	56	1	23	22	12	10	14	1	11	8	19	96	12	2	9	19	29
6.366	28	22	1	1	12	45	27	18	21	14	12	18	1	11	9	19	102	13	1	7	19	31
6.4275	23	30	0	2	13	42	18	20	11	12	7	12	1	11	12	17	111	11	2	9	18	29
6.4929	28	27	1	2	10	48	10	24	10	11	10	13	0	10	5	18	107	13	2	5	23	29
6.5543	25	28	1	1	11	43	23	17	21	12	10	17	1	11	7	16	102	12	1	9	14	32
6.6158	25	26	1	2	12	43	14	21	15	10	7	15	1	8	11	17	108	11	2	12	22	31
6.6773	28	24	1	2	3	49	20	20	15	13	8	17	0	11	6	18	98	13	2	5	17	30
6.7389	29	25	1	2	9	48	8	21	18	11	12	18	1	8	9	19	105	13	2	2	23	29
6.8044	24	24	1	2	13	50	27	17	21	11	10	16	1	10	1	18	99	13	1	10	15	33
6.8658	25	26	1	2	12	30	14	23	11	16	11	21	1	9	12	19	106	13	2	9	21	33
6.9318	23	19	1	2	11	49	24	20	20	12	11	15	0	11	0	15	94	13	2	6	19	28
6.9928	29	20	1	2	11	46	25	21	3	11	8	12	1	11	8	19	101	13	2	11	18	30
7.0545	20	23	1	1	13	48	28	17	15	10	9	15	2	8	5	18	95	12	1	12	23	32
7.1159	26	18	0	2	8	42	4	21	15	14	8	13	1	10	9	17	107	12	2	12	15	34
7.1812	20	23	0	2	9	50	24	21	14	12	10	16	0	11	4	18	118	11	2	6	23	28
7.2425	26	22	1	2	7	37	23	19	15	9	10	15	0	11	5	19	107	13	2	7	16	27
7.304	20	23	1	1	13	49	27	17	15	11	11	11	1	10	6	16	94	13	1	8	22	31
