0.7422,1,0,1,1,4,1,7,4,4,4,1,8,12,1,10,0,10,10,2,2,1,4
0.7645,0,1,1,1,9,1,5,6,7,0,5,2,8,1,8,0,6,4,0,12,1,4
0.7672,0,1,1,0,12,1,3,6,5,5,5,0,17,4,6,8,11,14,1,8,2,7
0.7694,0,1,0,1,6,1,7,4,7,6,1,11,11,2,0,6,5,8,4,2,4,7
0.7717,1,0,1,1,4,1,5,5,6,4,3,5,4,2,12,8,9,10,1,10,2,1
0.7741,0,2,1,0,9,1,4,5,4,7,3,8,17,4,8,6,6,18,0,7,1,9
0.7771,1,1,0,1,10,0,7,4,6,5,3,3,3,5,6,5,1,5,7,12,2,5
0.7797,1,1,1,1,8,1,6,3,7,4,1,4,18,0,11,6,10,10,10,7,3,8
0.782,0,1,1,0,9,0,7,6,4,6,3,9,13,4,12,8,6,4,4,9,2,5
0.7845,1,1,0,1,7,1,7,2,7,6,2,8,10,6,8,4,9,13,7,7,2,6
0.7868,1,0,1,1,6,1,3,5,6,8,3,11,19,1,6,3,8,7,6,8,4,6
0.7892,1,1,1,0,12,1,5,5,4,1,2,1,10,5,5,7,8,13,6,12,1,4
0.7916,1,1,0,1,10,1,6,5,11,0,1,11,18,4,11,7,9,4,6,10,1,6
0.7939,0,1,1,0,8,1,5,6,6,7,3,0,16,8,8,7,8,9,4,8,1,8
0.7963,1,1,0,1,8,0,6,4,3,5,1,12,4,4,7,4,8,13,4,5,1,8
0.7986,1,1,1,1,4,1,7,4,7,5,1,15,13,3,7,6,5,3,7,12,1,9
0.8011,1,1,1,1,9,1,5,4,9,2,2,11,10,7,8,4,12,11,4,10,0,9
0.8037,1,1,0,1,5,0,4,6,3,8,1,14,17,4,9,6,3,10,10,0,2,6
0.8061,1,1,1,1,9,1,7,4,7,2,5,5,14,4,10,7,5,6,7,9,2,4
0.8085,0,1,1,0,8,1,5,5,10,3,2,2,17,4,8,9,7,14,7,5,1,9
0.8108,1,1,1,1,9,0,7,5,4,6,1,14,14,4,9,7,0,8,8,7,2,4
0.8134,1,0,1,1,8,1,5,2,9,3,2,14,9,0,9,0,10,9,6,8,2,5
0.8159,0,1,1,0,12,1,3,4,7,4,3,11,18,1,11,3,8,6,6,9,1,6
0.8183,1,1,0,1,11,0,7,6,5,0,1,4,4,5,9,8,4,12,4,10,2,8
0.8208,1,0,1,1,6,1,7,4,6,7,4,12,20,1,11,1,11,6,5,6,2,10
0.8236,0,1,1,1,11,1,7,6,4,7,3,12,10,6,8,7,5,13,4,10,1,8
0.826,1,1,1,1,9,1,5,4,0,7,2,4,6,4,11,8,11,11,7,10,2,12
0.8284,0,1,1,0,10,1,6,6,11,6,3,13,19,2,8,4,1,10,4,5,1,8
0.8308,1,1,0,1,7,0,6,1,9,3,2,11,15,6,8,6,10,10,7,6,2,3
0.8333,1,1,1,1,6,1,0,5,13,3,3,12,20,1,11,8,5,3,8,4,2,6
0.8358,1,1,1,0,8,1,10,6,10,6,2,4,18,6,5,8,11,6,4,10,1,9
0.8382,1,0,1,1,7,1,9,3,8,6,0,6,13,1,11,4,9,14,4,12,2,11
0.8406,0,2,1,1,10,1,9,6,8,9,3,13,4,7,3,7,10,12,7,8,3,7
0.843,1,1,0,1,11,0,10,6,11,6,1,9,0,2,7,3,8,10,7,8,2,4
0.8455,1,0,1,1,8,1,9,6,12,4,3,12,20,1,11,4,12,5,7,8,2,8
0.8478,1,1,1,1,10,0,10,6,7,2,3,3,19,6,7,8,2,14,6,9,2,6
0.8503,1,0,1,1,11,1,10,4,7,4,3,16,18,1,11,6,13,8,6,11,2,7
0.8527,0,1,1,0,10,0,10,6,8,8,3,9,6,2,0,5,6,9,4,11,1,11
0.8551,1,1,0,1,5,1,10,3,11,5,0,0,5,5,9,5,9,9,7,11,2,7
0.8574,1,0,0,1,8,1,8,6,11,6,3,13,17,3,12,4,4,10,7,5,0,10
0.8598,1,1,0,1,11,1,10,6,11,3,1,11,19,6,6,4,8,11,7,8,2,8
0.8622,1,0,1,1,3,1,8,6,10,5,3,12,18,3,12,7,7,4,6,9,3,7
0.8645,0,1,1,0,8,0,10,6,9,8,3,5,10,6,8,9,1,12,5,8,2,7
0.8671,1,1,0,1,9,1,9,5,10,4,1,13,18,1,11,7,13,9,5,3,1,11
0.8694,0,1,1,0,7,1,8,6,8,8,3,3,6,7,6,5,0,8,8,10,1,7
0.8718,1,1,0,1,7,0,9,7,9,5,2,10,12,4,8,3,7,11,4,9,3,9
0.8744,1,0,1,1,11,1,10,4,11,6,3,16,16,3,9,5,14,10,7,6,2,6
0.8769,0,1,1,0,9,1,7,5,9,4,4,6,4,7,5,8,10,13,4,11,1,10
0.8794,1,1,0,1,11,1,9,4,10,7,3,15,14,1,11,8,2,0,7,5,1,10
0.8816,0,1,1,1,9,1,8,6,8,5,4,5,17,9,5,4,1,8,5,9,0,6
0.884,1,1,0,1,11,0,10,6,8,4,4,9,16,4,8,6,9,14,8,11,4,7
0.8864,1,1,1,1,10,1,10,4,11,6,3,10,5,3,11,8,5,6,3,5,2,4
0.8888,0,1,1,0,13,1,9,0,10,3,3,2,11,3,4,5,7,14,6,11,1,12
0.891,1,1,1,1,7,1,9,4,11,9,1,15,17,1,9,4,7,6,7,7,2,7
0.8934,0,1,1,0,10,1,9,5,9,2,3,7,14,4,15,6,7,9,7,10,1,9
0.8959,1,1,0,1,8,0,10,3,11,4,1,13,17,4,11,6,3,10,5,7,2,10
0.8981,1,0,1,1,7,1,8,6,11,7,3,4,20,4,5,3,4,6,2,8,2,4
0.9005,0,1,1,0,9,1,8,0,10,4,2,6,21,4,11,7,7,13,4,11,0,11
0.9029,1,0,1,1,10,1,10,8,11,6,3,14,19,3,4,3,1,8,8,6,2,7
0.9054,0,1,1,0,9,1,8,8,8,6,3,13,10,6,9,7,10,12,4,11,0,7
0.9077,1,1,0,1,10,0,8,7,12,8,1,15,18,4,8,7,7,6,8,9,3,7
0.91,1,1,1,1,7,1,8,8,12,3,3,6,14,5,0,6,0,10,6,13,1,9
0.9124,1,1,0,1,7,0,10,5,12,0,3,11,16,4,10,2,6,11,5,3,1,10
0.9148,1,1,1,1,10,1,10,6,11,7,3,5,18,4,0,3,4,1,4,8,1,5
0.917,0,1,1,0,8,1,7,5,8,7,1,7,7,4,11,6,8,13,7,9,0,11
0.9195,1,1,0,1,12,0,10,6,11,8,1,11,18,5,10,8,4,10,6,5,2,4
0.9219,0,1,1,0,10,1,8,11,12,5,3,11,13,2,16,9,10,13,4,9,2,5
0.9243,1,1,0,1,7,1,9,3,12,9,1,16,17,1,14,4,7,6,6,8,3,5
0.9267,1,1,1,0,12,1,8,8,12,1,4,10,14,2,13,8,8,11,5,9,2,8
0.929,1,1,0,1,11,0,10,7,11,5,0,15,17,4,10,7,7,7,8,6,3,9
0.9313,0,3,1,0,10,1,8,8,11,5,3,9,6,2,13,4,18,11,5,8,1,6
0.9337,1,1,0,1,11,1,9,7,9,6,1,10,11,4,11,6,9,9,7,10,2,10
0.9362,1,0,1,1,12,1,8,8,12,4,3,13,18,1,16,6,7,9,5,2,1,10
0.9384,1,1,0,1,10,0,9,4,11,6,1,10,16,2,9,5,9,8,7,7,2,7
0.9407,1,0,1,1,4,1,10,6,5,3,3,9,21,1,14,9,4,5,7,11,2,9
0.9431,0,1,1,0,10,1,10,8,9,5,1,13,13,3,3,6,8,10,4,13,1,10
0.9455,1,1,1,1,9,1,10,7,13,6,4,7,14,1,14,0,11,6,4,8,2,4
0.9479,0,1,1,1,10,1,8,8,8,7,3,12,14,6,9,6,2,13,3,4,3,6
