4.567,28,28,2,2,16,48,23,24,29,15,22,19,1,1,6,21,16,11,1,20,27,40,,,,,,,
4.6286,23,25,2,2,18,38,37,26,31,15,22,21,1,5,7,17,12,14,1,23,25,40,,,,,,,
4.69,25,33,1,3,18,40,13,21,29,18,18,24,1,0,7,17,22,9,2,21,23,39,,,,,,,
4.7559,27,25,2,3,16,37,37,25,32,16,18,21,0,1,10,15,19,10,2,14,27,38,,,,,,,
4.8168,30,29,2,3,15,43,27,21,26,15,22,23,1,1,2,22,18,11,2,20,27,36,,,,,,,
4.8785,29,29,2,2,18,36,37,23,27,16,20,19,1,3,4,16,11,12,2,20,26,43,,,,,,,
4.9439,27,32,1,3,15,35,21,22,28,15,23,28,1,0,5,20,23,11,2,19,24,43,,,,,,,
5.0054,26,32,2,3,16,49,32,21,32,17,19,25,0,6,8,15,8,11,2,21,26,41,,,,,,,
5.0669,24,30,2,3,18,36,11,24,31,15,22,24,0,1,3,21,21,14,2,16,27,29,,,,,,,
5.1321,28,29,2,2,18,45,49,24,28,13,20,23,1,3,3,17,14,12,2,21,27,40,,,,,,,
5.1936,24,31,2,2,17,35,18,25,32,15,23,26,1,0,7,22,14,12,1,18,26,47,,,,,,,
5.2551,25,32,2,3,18,46,25,21,32,15,20,22,1,2,4,16,20,10,2,22,24,39,,,,,,,
5.3204,24,35,2,3,15,38,24,24,30,15,19,26,0,2,4,18,23,13,2,15,25,36,,,,,,,
5.382,27,28,2,3,18,43,30,23,18,14,21,19,1,5,1,16,14,11,2,16,27,38,,,,,,,
5.4435,27,30,2,3,17,29,23,23,36,13,23,22,1,1,3,18,17,12,1,20,23,35,,,,,,,
5.5052,25,31,1,3,18,36,16,27,36,16,20,22,1,3,4,21,19,11,1,22,24,42,,,,,,,
5.5703,28,30,1,3,17,36,29,26,31,15,20,28,1,2,6,17,18,9,2,19,25,40,,,,,,,
5.6319,28,29,2,3,15,34,22,21,34,17,17,24,0,1,6,21,17,10,2,19,27,39,,,,,,,
5.6965,29,27,2,3,16,40,35,23,36,13,23,25,1,4,7,17,15,12,2,18,30,40,,,,,,,
5.7589,25,30,2,2,17,35,25,22,24,17,20,15,1,1,2,21,18,11,2,20,24,44,,,,,,,
5.8205,28,33,1,3,18,43,33,26,31,15,21,24,1,5,7,16,21,11,2,19,22,43,,,,,,,
5.8822,28,32,2,3,14,41,30,24,35,15,22,20,0,1,6,22,20,12,2,16,25,35,,,,,,,
5.9471,28,25,2,3,16,43,45,20,35,13,20,18,1,3,7,17,20,13,2,21,26,41,,,,,,,
6.0089,28,28,2,3,17,33,13,21,25,15,20,25,1,1,8,22,20,11,1,17,28,39,,,,,,,
6.0703,25,32,1,3,18,34,34,26,30,16,19,17,1,0,6,15,15,13,1,20,24,41,,,,,,,
6.1355,25,27,1,3,19,42,23,22,27,16,21,25,0,1,6,21,22,12,2,19,25,39,,,,,,,
6.197,27,29,2,3,16,41,34,23,26,15,19,24,0,3,4,19,16,13,2,18,26,38,,,,,,,
6.2587,27,28,2,2,15,34,22,19,36,13,22,26,1,2,3,22,19,13,2,20,25,38,,,,,,,
6.3205,26,32,2,3,18,37,36,24,33,15,19,19,1,3,2,16,6,12,2,21,24,41,,,,,,,
6.3857,25,32,1,3,18,38,14,25,28,15,22,26,1,1,5,22,13,12,2,18,24,36,,,,,,,
6.447,28,32,1,3,16,41,34,23,31,14,17,20,0,3,10,15,20,9,2,19,27,38,,,,,,,
6.5085,28,30,2,3,15,42,29,24,36,13,23,27,1,1,4,15,17,12,2,20,27,35,,,,,,,
6.5737,28,27,2,2,18,36,27,24,37,16,21,18,1,6,5,15,19,11,1,21,24,42,,,,,,,
6.6355,26,32,1,3,16,34,30,25,34,16,23,27,1,0,9,19,12,13,1,18,20,38,,,,,,,
6.6969,26,32,1,3,18,40,28,25,29,15,19,24,1,4,8,18,25,11,2,19,27,39,,,,,,,
6.7586,30,30,2,3,15,39,35,22,36,13,22,28,0,4,8,17,14,8,2,18,28,36,,,,,,,
6.8239,28,31,2,3,17,29,11,20,28,15,19,24,1,4,3,22,23,12,2,20,27,35,,,,,,,
6.8855,28,30,2,2,16,39,46,24,28,16,23,24,1,3,8,18,17,12,1,20,23,42,,,,,,,
6.9471,25,32,1,3,17,37,17,22,33,20,19,19,1,2,6,19,18,11,2,21,23,44,,,,,,,
7.0122,27,26,2,3,15,39,38,26,33,15,20,20,0,2,9,14,18,10,2,15,27,37,,,,,,,
7.0737,28,28,2,3,14,33,13,24,36,15,20,26,0,1,3,21,21,11,2,19,26,40,,,,,,,
7.1352,28,25,2,2,18,35,39,23,33,13,18,18,1,1,1,15,17,14,1,20,28,42,,,,,,,
7.2007,25,28,1,3,17,46,34,23,32,14,21,25,1,1,5,22,22,11,2,15,23,41,,,,,,,
7.262,25,31,1,3,16,39,36,26,31,15,18,21,1,2,7,21,10,14,2,15,27,37,,,,,,,
7.3236,25,28,2,3,14,26,21,24,20,19,23,26,1,1,2,22,21,11,2,14,27,37,,,,,,,
7.3889,27,31,2,2,18,51,37,25,30,15,19,19,1,5,4,16,15,11,2,21,27,40,,,,,,,
7.4503,25,29,2,2,17,37,21,19,23,15,23,20,1,1,1,21,16,12,2,17,23,46,,,,,,,
7.5119,26,32,2,3,18,47,37,25,34,16,19,20,1,0,8,16,20,12,2,21,23,38,,,,,,,
7.5735,27,26,2,3,15,38,9,21,31,15,19,27,1,2,5,19,17,10,2,18,28,39,,,,,,,
7.6387,28,31,2,3,16,42,32,21,25,17,20,21,0,5,6,16,0,11,2,19,27,39,,,,,,,
7.7002,25,27,2,2,18,40,8,25,32,13,21,24,1,1,5,21,0,12,2,18,28,40,,,,,,,
7.762,28,27,2,2,18,40,19,20,29,14,19,20,1,5,6,15,11,11,1,21,27,42,,,,,,,
7.8235,23,30,1,3,17,40,15,24,33,15,23,26,1,0,5,18,2,13,1,22,24,38,,,,,,,
7.8888,25,31,2,3,18,39,11,23,30,16,20,24,1,2,1,16,14,9,2,22,26,41,,,,,,,
7.9503,26,30,2,3,17,37,31,23,35,16,20,27,1,1,9,16,9,12,2,18,26,39,,,,,,,
8.0156,27,29,2,3,16,48,24,20,39,17,20,16,0,2,8,19,14,11,2,18,27,38,,,,,,,
8.0769,25,27,2,2,18,36,46,24,31,13,23,28,1,2,9,18,7,13,1,20,24,41,,,,,,,
8.1385,24,32,2,3,18,41,16,22,34,15,19,18,1,1,7,22,12,11,2,21,24,42,,,,,,,
8.2001,22,28,1,3,16,34,30,25,32,15,20,25,1,3,9,16,5,11,2,23,28,37,,,,,,,
8.2616,28,29,2,3,15,39,6,24,32,15,19,22,0,3,4,19,12,9,2,20,27,39,,,,,,,
8.3269,29,28,2,3,12,50,37,26,34,13,23,26,0,1,4,17,9,11,2,15,26,41,,,,,,,
8.3885,27,30,2,2,18,37,24,19,27,14,24,17,1,1,3,22,14,12,2,18,27,40,,,,,,,
8.4537,23,28,2,2,18,38,36,22,32,15,24,21,1,6,10,16,1,12,1,16,24,39,,,,,,,
8.5153,25,33,2,3,19,34,22,24,28,18,21,27,1,0,5,20,16,10,2,20,24,38,,,,,,,
8.5767,26,31,2,3,16,40,38,25,32,16,16,21,1,3,8,18,5,12,2,18,27,39,,,,,,,
8.6385,27,29,2,3,14,41,16,21,26,15,20,27,0,4,5,22,14,11,2,18,26,40,,,,,,,
8.7037,22,30,2,2,18,35,37,23,35,14,19,19,1,4,2,18,6,11,1,21,27,42,,,,,,,
8.7652,25,32,2,2,17,42,32,20,24,16,22,27,1,0,5,22,11,11,1,19,24,45,,,,,,,
8.8268,25,31,2,3,18,38,41,26,23,18,17,20,1,7,8,15,10,10,2,22,23,37,,,,,,,
