0.3316,,,,,,,,,,,,,,,,,,,,,,
0.3348,23,29,1,6,6,34,104,7,19,9,10,3,2,6,0,5,27,6,4,35,4,20
0.3392,25,22,2,7,10,36,109,9,17,8,2,12,1,6,14,4,19,3,4,31,4,19
0.3647,11,23,5,3,3,34,91,7,29,6,7,6,0,9,1,0,13,5,3,29,4,23
0.3677,18,44,2,3,0,25,77,11,38,6,4,13,3,4,13,7,0,6,4,39,0,22
0.3707,27,30,3,0,0,11,87,12,49,3,6,7,3,4,6,1,1,4,3,32,1,25
0.3733,15,2,4,9,3,12,54,8,39,6,2,6,2,2,18,5,0,6,1,4,1,20
0.376,10,10,8,3,12,0,50,11,41,3,5,18,4,7,17,1,21,5,0,3,2,17
0.3788,32,22,2,6,7,22,47,6,39,6,0,16,1,6,10,7,32,6,4,16,6,14
0.3813,32,32,4,9,9,25,63,9,42,5,1,16,2,4,7,5,25,8,6,2,0,10
0.3841,30,50,3,4,9,19,23,8,38,4,2,15,3,5,10,3,21,3,4,0,5,11
0.3867,34,55,2,7,8,22,65,6,32,5,2,12,2,6,14,6,22,8,5,7,2,6
0.3893,34,53,0,10,9,24,87,4,30,6,3,14,3,3,15,2,19,6,2,6,7,2
0.3922,32,52,2,8,22,16,77,12,22,5,4,11,3,11,13,4,36,7,0,33,6,11
0.3948,29,52,2,8,20,15,48,5,9,0,2,13,3,9,12,5,33,4,1,3,6,0
0.3976,34,50,0,10,16,34,100,3,25,1,3,10,2,7,13,5,34,4,2,24,4,10
0.4003,35,50,0,10,17,42,60,3,21,8,5,10,2,8,14,5,36,4,3,13,2,13
0.403,33,51,0,10,20,49,76,4,34,0,2,8,3,5,14,5,35,6,3,21,6,12
0.4056,20,50,2,8,19,47,43,6,8,9,4,11,4,3,13,2,34,6,5,12,0,5
0.4084,18,36,2,10,17,48,86,5,16,12,6,13,2,6,11,5,36,3,5,29,9,19
0.4112,27,39,2,10,15,49,83,6,20,9,4,9,2,10,10,5,37,4,3,34,11,5
0.4138,12,34,0,10,16,48,79,7,8,9,6,14,0,4,6,6,38,5,3,40,8,3
0.4165,10,24,4,10,18,46,101,6,0,8,6,13,4,3,14,2,34,6,4,34,7,0
0.4191,12,4,6,5,20,48,108,7,3,3,7,14,5,6,22,3,38,3,4,35,6,27
0.4218,14,0,5,7,14,47,112,10,28,7,6,3,3,6,13,6,22,4,3,38,9,27
0.4246,11,8,10,6,14,48,112,12,37,9,4,10,2,6,0,5,26,8,1,37,9,23
0.4273,8,11,6,5,11,41,109,9,46,10,1,5,1,7,10,4,15,7,3,36,7,23
0.4301,14,12,3,3,12,32,108,9,40,12,2,8,3,3,19,3,17,5,4,28,7,29
0.4328,2,28,4,8,2,20,111,10,53,9,0,10,2,4,13,5,2,7,4,36,7,26
0.4354,12,27,4,5,0,9,104,6,58,9,7,8,2,8,8,5,0,5,4,36,10,25
0.4381,19,29,6,6,16,5,104,8,60,8,4,8,4,8,3,5,20,7,2,16,10,23
0.4409,14,19,5,4,15,7,84,9,58,5,4,13,2,7,10,6,29,8,3,36,10,23
0.4437,26,13,10,8,12,29,76,4,56,5,3,15,4,8,15,4,18,10,4,5,11,22
0.4464,25,10,6,9,12,18,66,6,59,8,2,22,2,3,0,7,28,9,5,19,8,21
0.449,30,20,3,4,11,13,38,7,55,8,1,17,3,0,8,5,10,4,2,25,5,1
0.4517,31,53,5,7,9,16,56,7,50,5,3,16,3,2,17,4,31,4,5,19,8,19
0.4544,31,51,2,5,16,16,40,3,42,8,2,17,3,2,17,5,25,5,1,22,7,21
0.457,32,48,0,9,14,30,12,7,30,8,3,17,3,3,19,5,37,7,2,0,8,9
0.46,25,48,2,8,25,0,16,8,12,8,4,17,2,6,19,5,44,3,4,0,11,16
0.4627,31,50,2,10,20,43,26,0,0,7,5,16,3,4,16,5,42,4,1,19,8,19
0.4654,17,47,2,9,23,44,0,4,21,10,10,6,4,8,17,2,44,3,4,20,9,19
0.4682,6,34,3,10,12,50,56,0,10,11,4,17,1,5,15,5,41,4,2,48,9,19
0.4709,16,32,1,10,22,46,94,6,22,8,7,5,0,5,6,5,43,5,2,49,9,14
0.4737,34,16,4,8,20,45,100,10,18,7,10,15,6,4,14,2,45,7,4,42,7,20
0.4764,17,9,4,6,19,38,110,14,34,8,7,5,13,5,15,2,47,8,4,44,7,23
0.4793,22,22,4,8,19,46,116,14,12,3,10,14,7,3,0,3,46,2,4,50,10,23
0.4823,16,16,5,7,17,41,122,9,29,8,6,14,7,5,10,1,49,2,4,44,10,26
0.4851,22,23,5,6,20,44,119,12,50,3,2,1,5,11,5,4,41,2,4,44,10,29
0.488,12,10,2,4,9,43,113,15,34,10,7,12,7,12,10,6,39,5,4,43,10,30
0.4909,25,29,5,4,18,40,118,12,19,10,4,10,8,4,11,5,32,5,5,51,10,27
0.4937,27,27,5,3,12,48,119,15,9,7,4,14,8,8,12,6,34,3,4,46,10,32
0.4965,31,19,6,7,19,40,102,12,49,6,4,5,6,5,16,5,23,5,4,46,10,31
0.4992,7,28,3,6,6,51,115,12,48,4,3,2,5,9,3,4,20,2,4,50,10,31
0.5019,5,40,5,4,0,34,116,11,45,11,4,13,6,8,12,5,13,5,3,49,7,36
0.5046,23,25,6,0,9,14,110,15,54,9,1,15,7,3,10,2,23,6,4,45,7,30
0.5073,11,14,2,9,9,20,101,14,62,5,9,11,0,5,6,3,23,5,4,44,7,29
0.5099,25,23,0,9,9,21,70,8,49,9,2,13,7,6,19,5,17,0,3,12,9,30
0.5126,26,26,0,4,15,18,38,14,51,9,3,14,7,6,11,7,22,4,3,25,7,26
0.5152,21,28,3,4,15,14,41,13,63,5,5,16,7,4,0,2,25,4,1,0,6,21
0.5177,30,25,0,7,10,26,67,9,54,8,0,16,7,2,2,7,23,8,4,10,9,23
0.521,35,45,1,8,17,7,78,11,33,5,6,10,7,4,22,3,26,9,0,22,5,22
0.5236,30,53,2,7,15,25,52,5,46,5,2,12,7,7,16,6,20,4,4,24,7,12
