20.4937,24,15,13
20.5469,16,5,7
20.6,26,6,28
20.6531,24,6,5
20.7025,14,2,6
20.7558,12,7,32
20.8089,28,9,20
20.8621,14,6,4
20.9153,10,3,22
20.9686,26,10,28
21.0217,24,1,11
21.0712,22,5,10
21.1244,29,9,31
21.1775,26,10,14
21.2306,21,5,3
21.2839,22,7,28
21.3371,22,15,6
21.3865,16,8,8
21.4397,14,6,32
21.4929,25,9,28
21.546,7,3,16
21.5992,24,0,25
21.6525,23,10,34
21.7019,22,5,17
21.755,22,8,10
21.8083,29,9,33
21.8614,20,6,9
21.9146,19,4,12
21.9678,24,9,30
22.0172,26,8,18
22.0704,15,5,11
22.1237,14,10,31
22.1769,30,10,17
22.23,16,9,16
22.2831,27,5,29
22.3327,25,8,28
22.3857,26,2,5
22.4389,6,6,19
22.4922,27,7,32
22.5453,24,10,7
22.5948,22,7,2
22.6479,23,9,32
22.7012,23,11,7
22.7543,11,3,14
22.8075,16,7,32
22.8607,25,10,27
22.9139,20,6,10
22.9633,25,9,28
23.0166,22,11,31
23.0697,22,9,17
23.1229,14,9,10
23.1761,27,10,29
23.2292,17,10,7
23.2787,23,7,4
23.3321,23,12,27
23.3851,22,4,14
23.4383,20,8,12
23.4915,13,10,27
23.5446,29,7,15
23.5941,17,3,11
23.6473,22,8,26
23.7005,24,10,21
23.7536,25,7,2
23.8068,13,6,23
23.86,29,7,27
23.9095,17,8,11
23.9626,20,4,3
24.0159,21,10,28
24.069,21,6,7
24.1222,18,10,9
24.1754,13,10,25
24.2286,26,10,17
24.2779,7,11,7
24.3314,23,0,24
24.3845,24,18,18
24.4375,10,9,4
24.4907,19,5,13
24.5402,26,17,27
24.5934,14,17,14
24.6465,24,16,5
24.6998,20,16,24
24.7529,22,12,6
24.8061,19,16,6
24.8593,21,17,27
24.9087,29,14,12
24.9619,18,18,3
25.0151,23,16,22
25.0683,24,15,17
25.1214,16,16,6
25.1747,16,10,30
25.2242,26,14,26
25.2773,27,16,11
25.3304,19,7,5
25.3837,24,14,23
25.4368,25,13,1
25.49,24,12,10
25.5396,23,16,30
25.5927,21,13,19
25.6459,14,12,10
25.6992,19,17,29
25.7523,23,18,15
25.8054,16,13,16
25.8549,21,12,28
25.9081,28,15,25
25.9613,23,15,18
26.0145,20,21,19
26.0677,22,16,27
26.1208,8,17,19
26.174,24,12,15
26.2235,26,14,29
26.2768,23,17,15
26.3301,21,14,13
26.383,22,20,20
26.4363,23,15,13
26.4858,13,14,6
26.5389,12,17,25
26.5921,28,14,14
26.6452,14,10,24
26.6984,15,19,28
26.7516,23,15,17
26.8047,13,13,3
26.8543,14,13,24
26.9075,29,14,25
26.9606,22,17,5
27.0137,8,15,17
27.067,21,15,23
27.1201,11,20,5
27.1696,19,20,16
27.2228,25,14,27
27.2761,27,18,17
27.3291,9,10,16
27.3824,14,14,20
27.4355,23,17,14
27.4852,0,11,0
27.5381,10,9,27
27.5914,26,17,25
27.6445,18,12,6
27.6977,13,13,7
27.7509,24,16,23
27.8003,22,8,7
27.8535,17,14,6
27.9068,21,17,24
27.96,29,16,8
28.013,22,17,9
28.0662,7,15,20
28.1158,23,15,15
28.1688,3,9,14
28.2221,11,17,21
28.2753,25,16,26
28.3284,22,14,15
28.3817,16,15,15
28.4348,24,15,25
28.4843,24,18,12
28.5374,20,8,7
28.5907,23,17,27
28.6437,30,16,7
28.697,13,15,8
28.7502,12,14,22
28.7996,23,18,9
28.8529,20,13,7
28.906,24,13,24
28.9592,24,17,29
29.0124,27,24,10
29.0656,18,14,24
29.1151,23,17,28
29.1682,23,16,6
29.2213,17,19,1
29.2746,26,17,30
29.3278,30,15,6
29.3772,23,17,2
29.4304,19,16,28
29.4836,27,17,1
29.5368,15,16,23
29.5899,7,16,29
29.6432,28,15,23
29.6925,4,17,16
29.7459,28,13,19
29.799,24,17,28
29.8521,21,13,8
29.9053,14,13,14
29.9585,28,17,28
30.0117,23,12,15
30.0611,22,14,9
30.1143,22,20,28
30.1676,24,19,10
30.2207,33,15,1
30.2739,12,18,27
30.3271,30,14,18
30.3803,13,19,16
30.4298,15,10,30
30.4829,26,15,19
30.5361,18,10,13
30.5893,21,8,22
30.6425,34,17,28
30.6956,22,12,13
30.7451,19,13,9
30.7983,23,18,29
30.8515,19,13,20
30.9046,20,9,12
30.9579,24,17,27
31.0111,24,14,11
31.0605,17,10,12
31.1137,18,17,25
31.1669,24,15,13
31.2201,13,13,7
31.2732,21,14,33
31.3265,30,14,26
31.3759,18,15,6
31.4291,21,11,19
31.4823,26,17,27
31.5354,16,21,15
31.5887,19,7,17
31.6418,29,14,26
31.6913,27,11,8
31.7445,20,22,10
31.7976,17,18,25
31.8508,24,16,7
31.904,19,14,0
31.9571,26,19,31
32.0103,31,14,23
32.0598,21,16,20
32.113,0,15,26
32.1662,5,16,26
32.2193,3,17,5
32.2725,0,14,13
32.3258,13,17,30
32.3751,7,13,1
32.4283,4,0,17
32.4816,11,4,31
32.5346,7,2,0
32.5878,0,7,13
32.6374,0,2,15
32.6905,10,5,7
32.7436,7,5,0
32.7968,7,0,14
32.8501,10,6,25
32.8994,0,3,4
32.9526,7,3,2
33.0059,10,7,14
33.059,16,9,0
33.1121,2,7,0
33.1653,1,8,29
33.2186,13,6,19
33.268,0,9,19
33.3212,18,0,30
33.3744,16,7,27
33.4275,9,6,6
33.4769,0,9,8
33.5302,13,9,24
33.5833,7,13,6
33.6366,14,10,2
33.6898,7,10,30
33.7429,20,10,9
33.7924,4,8,10
33.8457,5,3,18
33.8987,16,9,20
33.9518,13,6,5
34.005,7,6,22
34.0583,19,8,29
34.1077,9,7,13
34.1608,9,7,18
34.2141,12,7,24
34.2674,15,8,3
34.3204,0,14,2
34.3736,6,7,28
34.423,23,7,21
34.4763,16,7,14
34.5295,12,5,27
34.5826,18,9,26
34.6358,0,12,13
34.6889,5,0,18
34.7384,23,8,24
34.7917,18,9,12
34.8449,16,8,0
34.8981,18,11,28
34.9512,19,10,17
35.0043,8,13,13
35.0576,21,11,31
35.107,23,8,20
35.1602,21,11,21
35.2134,13,3,30
35.2667,18,10,26
35.3197,12,0,11
35.373,15,7,17
35.4224,21,9,30
35.4755,19,5,5
35.5287,13,6,14
35.5819,16,12,33
35.635,20,8,5
35.6883,14,10,24
35.7379,13,9,32
35.7909,25,8,13
35.8441,17,6,15
35.8973,11,7,28
35.9505,22,9,28
35.9998,14,9,9
36.0531,8,6,17
36.1063,24,8,31
36.1594,12,13,6
36.2127,18,0,13
36.2658,13,8,25
36.3153,20,3,12
36.3684,8,7,12
36.4215,9,7,31
36.4748,22,11,22
36.528,4,12,20
36.5811,15,3,22
36.6344,19,12,31
36.6837,5,9,7
36.737,22,10,12
36.7902,22,11,29
36.8435,19,5,16
36.8966,18,10,11
36.9497,17,10,22
36.9992,19,11,15
37.0524,19,6,11
37.1056,14,11,27
37.1588,22,8,19
37.2119,15,8,8
37.2651,14,11,26
37.315,19,10,24
37.3678,10,13,6
37.4209,13,3,21
37.4741,25,8,29
37.5273,13,11,3
37.5767,18,6,6
37.6299,16,7,26
37.6831,17,10,8
37.7364,11,11,2
37.7895,15,8,27
37.8427,23,11,20
37.892,9,11,8
37.9453,2,0,29
37.9985,22,10,28
38.0517,9,10,11
38.1048,16,8,8
38.158,23,8,27
38.2075,19,10,3
38.2606,16,6,3
38.314,16,12,27
38.367,19,13,8
38.4201,12,3,6
38.4734,11,12,29
38.5266,20,11,21
38.5761,13,9,13
38.6292,11,9,26
38.6824,18,11,29
38.7355,23,7,6
38.7887,18,13,20
38.8382,22,8,31
38.8916,17,15,12
38.9446,17,10,16
38.9978,17,9,28
39.0509,22,9,12
39.1003,11,8,0
39.1535,8,9,37
39.2068,23,8,32
39.2599,17,16,24
39.3131,17,9,29
39.3664,21,10,34
39.4157,7,9,13
39.469,17,7,18
39.5221,23,8,37
39.5754,15,11,33
39.6285,13,0,1
39.6816,22,8,31
39.7348,18,12,19
39.7843,18,4,19
39.8375,12,8,34
39.8907,24,11,18
39.9438,19,8,22
39.9973,16,11,30
40.0502,18,9,33
40.0998,18,7,17
40.1528,7,9,29
40.2061,21,8,40
40.2592,20,16,26
40.3124,16,9,12
40.3656,19,10,33
40.4188,21,6,19
40.4683,19,3,15
40.5214,8,8,34
40.5746,25,8,30
40.6278,21,10,25
40.6809,8,1,34
40.7343,22,11,23
40.7836,10,8,31
40.8369,11,10,18
40.8901,25,11,31
40.9432,12,10,20
40.9963,19,7,10
41.0496,19,11,30
41.0989,17,7,11
41.1521,15,7,14
41.2054,17,11,35
41.2585,23,7,19
41.3117,18,6,11
41.3649,10,10,30
41.4181,17,11,16
41.4675,10,9,15
41.5207,6,6,31
41.574,23,10,37
41.6271,12,11,16
41.6766,7,7,12
41.7335,17,10,32
41.783,22,4,16
41.8361,17,11,21
41.8893,18,8,32
41.9425,21,11,17
41.9956,14,7,12
42.0452,15,6,34
42.0983,20,12,22
42.1515,14,9,21
42.2046,9,11,38
42.2579,21,11,34
42.311,26,8,19
42.3642,11,10,19
42.4137,19,11,32
42.4668,1,0,13
42.52,16,9,21
42.5732,19,11,35
42.6264,22,10,16
42.6796,15,14,10
42.7291,22,6,37
42.7823,21,11,19
42.8354,12,10,18
42.8885,7,9,40
42.9417,29,8,30
42.995,15,10,19
43.0444,13,9,24
43.0976,19,9,32
43.1507,6,12,16
43.2043,19,3,15
43.2571,21,8,37
43.3103,17,14,12
43.3597,17,3,21
43.4129,20,9,32
43.4661,19,6,26
43.5193,14,2,11
43.5726,11,11,38
43.6257,21,11,29
43.6751,19,6,22
43.7284,1,12,26
43.7816,18,11,38
43.8347,17,11,4
43.8879,1,10,16
43.941,23,8,37
43.9905,25,4,24
44.0439,18,12,19
44.0969,14,8,35
44.15,21,6,12
44.2033,11,15,20
44.2565,11,10,35
44.3096,25,11,25
44.3591,7,9,16
44.4122,9,8,32
44.4654,20,8,30
44.5187,11,13,15
44.5718,13,9,18
44.6251,24,11,38
44.6744,13,8,15
44.7277,15,9,18
44.7808,21,12,36
44.8342,20,7,16
44.8872,14,10,16
44.9404,17,11,33
44.9899,22,8,21
45.0429,6,4,20
45.0962,8,11,32
45.1493,20,9,36
45.2025,15,4,16
45.252,16,9,19
45.3051,21,8,36
45.3584,23,6,25
45.4115,11,4,0
45.4648,22,9,39
45.5179,22,12,24
45.5711,18,15,11
45.6206,22,12,38
45.6738,25,11,29
45.727,16,9,22
45.7801,14,0,33
45.8333,20,14,26
45.8865,11,15,26
45.9359,11,8,26
45.9892,27,12,38
46.0423,16,5,20
46.0955,19,4,16
46.1487,17,13,33
46.1982,18,8,13
46.2513,13,16,16
46.3047,21,12,38
46.3578,31,10,14
46.4109,17,15,20
46.4641,10,10,35
46.5173,22,11,27
46.5704,18,15,21
46.6199,14,8,39
46.6731,25,12,35
46.7263,18,12,18
46.7794,21,6,21
46.8327,18,13,38
46.8859,11,12,19
46.9353,14,14,6
46.9886,23,12,35
47.0417,26,4,11
47.0949,17,16,12
47.148,20,12,38
47.2012,21,6,20
47.2506,7,15,19
47.3038,9,7,39
