0.8464,2,5,1,1,20,1,6,6,3,10,7,10,123,8,19,7,22,12,9,16,5,6,,,
0.8491,1,9,0,1,38,2,9,5,8,8,7,7,46,6,16,8,23,13,4,21,2,8,,,
0.8517,1,0,1,1,53,1,8,6,3,12,5,7,18,4,16,3,12,9,9,31,3,6,,,
0.8543,1,3,1,0,14,2,10,1,4,14,4,15,140,12,14,9,10,9,14,21,0,7,,,
0.8568,1,12,1,1,43,1,5,6,5,11,1,7,37,7,18,8,14,14,8,27,3,7,,,
0.8593,1,9,1,1,43,1,12,6,5,12,4,4,61,10,7,9,15,7,15,31,3,12,,,
0.8617,2,7,1,1,60,4,8,7,3,9,6,11,123,10,9,8,15,9,10,1,5,3,,,
0.8644,1,9,0,1,30,2,10,5,8,12,6,2,81,8,24,6,20,14,5,11,0,7,,,
0.8674,1,5,1,1,57,3,10,6,4,13,4,8,67,8,13,2,11,13,11,31,3,9,,,
0.8699,1,8,1,1,12,6,10,2,5,10,6,11,134,34,56,13,13,13,17,,,,,,
0.873,3,0,1,1,6,1,1,33,1,10,13,21,12,13,7,44,11,19,18,41,59,8,12,13,20
0.8759,3,6,1,1,29,1,12,12,21,13,14,9,25,7,18,16,34,56,13,13,13,17,,,
0.8931,3,0,1,1,32,1,11,9,21,12,13,20,49,16,18,17,33,51,10,0,13,12,,,
0.9546,3,6,0,1,33,1,13,9,19,14,12,5,28,1,19,13,41,56,7,8,13,20,,,
1.0166,3,7,1,0,30,1,14,12,15,18,13,17,42,4,12,18,40,55,9,6,13,17,,,
1.0819,2,5,1,1,34,1,10,9,16,15,12,0,40,13,15,14,42,53,10,7,11,15,,,
1.1435,3,6,1,1,32,1,12,12,20,10,15,8,16,7,13,13,26,50,10,18,13,14,,,
1.2088,3,4,1,1,29,1,13,6,17,11,12,20,45,10,17,18,37,51,19,11,13,16,,,
1.2702,3,7,1,1,34,1,15,8,20,10,12,12,39,5,14,16,38,55,10,9,13,23,,,
1.3354,3,6,1,1,27,0,13,11,21,15,9,21,42,6,20,13,30,55,3,1,11,17,,,
1.401,2,6,1,0,32,1,11,11,17,15,10,16,26,13,17,16,44,54,14,18,11,23,,,
1.4625,2,7,1,0,30,1,11,12,20,14,12,14,24,9,13,17,33,52,10,14,13,17,,,
1.5241,3,6,1,1,33,1,8,11,16,13,11,22,42,16,16,15,40,48,17,0,13,17,,,
1.5893,3,6,1,1,32,1,13,8,13,12,10,17,27,9,7,15,42,61,10,15,13,15,,,
1.651,3,9,0,1,29,1,13,10,19,11,12,22,44,10,3,19,35,51,10,5,13,14,,,
1.7165,3,6,0,1,35,0,13,12,19,16,11,13,39,10,20,15,43,59,11,10,13,19,,,
1.7781,3,6,0,1,32,0,13,12,16,13,12,14,19,12,10,15,39,48,10,22,11,17,,,
1.8432,2,6,1,0,29,0,14,8,18,14,10,27,47,9,19,17,38,54,10,11,10,21,,,
